Vietnamese, Bahnar
Tức là giăng lưới dưới chân người,Dăng hơnhuăl dăr kơ jơ̆ng sư kơdih
Kẻ ác mắc bẫy trong chính tội lỗi của hắn;,Lu bơngai kơnê̆ 'leh hơđong đơ̆ng tơdrong yoch sư kơdih
Nhưng người công chính ca hát và vui mừng,Mă-lei bơngai tơpăt hat hơri chơt hiôk
Người công chính biết quyền lợi của kẻ nghèo;,Bơngai tơpăt băt pơm 'lơ̆ng kơ bơngai dơnuh hin;
Kẻ ác không có sự hiểu biết ấy,Mă-lei bơngai pơm kơnê̆ ưh kơ đei băt thoi ei ôh
Kẻ nhạo báng khơi ngọn lửa náo loạn trong thành lên;,Bơngai kư̆ kă wă iŏk ŭnh soh pơlei tih;
Nhưng người khôn ngoan đẩy lui cơn giận dữ,Mă-lei bơngai đon hơgei pơm ngach tơdrong hil
Nếu một người khôn ngoan tranh tụng với một kẻ ngu dại;,"Dah đei bơngai hơgei oei pơjah hăm bơngai kơtul,"
"Chỉ đưa đến giận dữ, cười cợt và không có hòa giải",Lăp tơhil tơblĕk hiĕk ăr ưh kơ gơh pơtruh băl
Kẻ khát máu ghét người vô tội;,"Bơngai juăt kơ tuh pham pơlôch đe areh kơ bơngai ưh kơ yoch,"
Nhưng người ngay thẳng bảo vệ mạng sống người vô tội,Mă-lei đei bơngai tơpăt băt bơwei tơdrong arih bơngai mă yoch
"Kẻ ngu dại bộc lộ tất cả sự giận dữ,",Bơngai kơtul kơhlôh tơ'bôh tơdrong blĕk sư;
Nhưng người khôn ngoan im lặng kiềm chế nó,Mă-lei bơngai hơgei pơkơ̆ng ĕnh tơdrong sư hil
"Nếu một người cai trị nghe lời dối trá,",Tơdah lu kră pơgơ̆r mơ̆ng nơ̆r pơma hơlĕnh
Tất cả những kẻ phục vụ người đều là gian ác,Lei đĭ lu bơngai jang tă jing pơm kơnê̆ ngăl
"Người nghèo khổ và kẻ áp bức đều gặp nhau ở một điểm chung,",Bơngai dơnuh hin păng bơngai đe pơjuă pơđep đei minh trong hơbĭ
Mắt cả hai người đều nhận ánh sáng từ CHÚA,Đơ̆ng Kră Yang ba tơdrong hơdah kơ măt bre sư
"Nếu vua xét xử công bình người nghèo,",Pơtao ayơ sek tơlang tơpăt kơ bơngai dơnuh hin
Ngôi vua sẽ được bền vững đời đời,Tang-dŏ pơtao sư gô oei kơjăp ling-lang
"Roi vọt và quở trách đem lại khôn ngoan,",'Long băl teh chrih bơtho ăn tơdrong gơh hơgei:
Còn đứa con lêu lổng làm mẹ nó hổ thẹn,Mă-lei đei kon hơ'lơ̆p pơm kiơ̆ kơ sư wă pơm kơ mĕ sư mơlâu
"Khi kẻ ác gia tăng, tội lỗi gia tăng;",Mưh bơngai pơm kơnê̆ rai lơ tơdrong yoch thim rai lơ;
Nhưng người công chính sẽ thấy sự sụp đổ của chúng,Mă-lei bơngai tơpăt băt 'bôh tơdrong lu sư pơ̆k huŏng
"Hãy kỷ luật con cái, nó sẽ cho con an lành;","Phak bơtho kon hơ'lơ̆p, na ih gô đei oei hiôk-hian;"
Và làm cho linh hồn con vui vẻ,Pơm ăn kơ bơhngol ih gơh arih hiôk
"Ở đâu không có khải tượng, dân chúng phóng túng;","Tơ yơ ưh kơ đei pơdah tơ'bôh ôh kon pơlei oei rơngei pơm yoch,"
Nhưng phước cho người tuân giữ Kinh Luật,Mă-lei bu wei khôi juăt đei pŭn hiôk
"Lời nói suông không sửa trị được nô lệ,",Ưh kơ trŏ đơ̆ng 'bơ̆r nơ̆r pơma 'bơ̆r hoh đĕch na teh bơtho đĭch đam;
Vì dù hiểu nó cũng không vâng lời,Mă sư băt ră kư̆m kuă kơ mơ̆ng kiơ̆
Con có thấy một người ăn nói hấp tấp không,Ih hăm 'bôh bơngai hăt pơma
Kẻ ngu dại còn có hy vọng hơn người đó,Bơngai kơhlôh kơwao ră mă-lei đei đe hơmĕng hloh kơ sư
Người hay giận gây sự tranh cãi;,Bơngai juăt kơ hil khĕnh tĕnh kơ pơjah;
Còn kẻ nóng tính vi phạm nhiều,Bơngai jơhngơ̆m tơtŏ pơm ưh kơ trŏ lơ hloh
Người tự cao sẽ bị hạ thấp;,Bơngai pơang kang rai pơm kơ sư jur;
Nhưng người có lòng khiêm nhường sẽ được tôn trọng,Mă-lei bơngai bu đei iŏk đon ala đe gô pơyom
Người nào tòng phạm với kẻ ăn trộm ghét linh hồn mình;,Bơngai bu ngôi hơdai hăm bơngai tơtông ayăt kơ bơhngol sư;
Người nghe lời rủa sả nhưng không dám nói ra,Đe ăn sư pơkă pơkăm ră mă-lei ưh kơ pơ̆n pơma kiơ
Sợ loài người là một cái bẫy cho mình;,Tơdrong hli kơ kon bơngai thoi hơđong hơ'năk;
Nhưng ai tin cậy CHÚA được an toàn,Mă-lei bơngai bu đei gơnang kơ Kră Yang oei hơđơ̆ng
Nhiều người tìm kiếm ân huệ nơi vua chúa;,"Lơ bơngai chă tơdrong mơnat đơ̆ng yŏng pơgơ̆r,"
Nhưng người ta được xử công bình từ CHÚA,Mă-lei gơh đei jô̆ 'lơ̆ng noh đơ̆ng Kră Yang ăn
Kẻ bất công là điều ghê tởm cho người công chính;,Bơngai kư̆ kă mă lăng krưp kơnê̆ dêh kơ bơngai tơpăt;
Nhưng người theo đường lối ngay thẳng là điều ghê tởm cho kẻ ác,Bơngai arih sa tơpăt lu bơngai pơm kơnê̆ kư̆m băt lăng krưp
"Thật, tôi ngu dại hơn người thường,","Tơpă inh kơtul hloh kơ đe nai,"
Và tôi không có sự sáng suốt như người thường,Păng kư̆m ưh kơ đei hlôh wao thoi kon bơngai hmă
"Tôi chưa học được sự khôn ngoan,","Inh ưh kơlah pơhrăm ôh tơdrong gơh hơgei,"
Cũng không có sự hiểu biết của Đấng Thánh,Păng kư̆m ưh kơ đei đon hlôh wao gah Yang 'Lơ̆ng Rơgoh
Mọi lời của Đức Chúa Trời đều tinh khiết;,Dôm Nơ̆r Kră Yang 'Bok Kei-Dei đe đei rơ̆ pơlong lăng rơgoh sĭt tơpă
Ngài là cái khiên cho những người trú ẩn nơi Ngài,Kră Yang 'Bok Kei-Dei jơ̆ khêl pĕng lu bơngai mă Kơ'nơp lăm Sư
Chớ thêm vào lời của Ngài;,'Nĕ kơ thim kiơ lăm nơ̆r Sư
E rằng Ngài sẽ quở trách ngươi và ngươi bị coi là kẻ nói dối,"Kơnh Sư chrih kơ ih, păng jô̆ ih jing bơngai hơlĕnh"
Hai điều con cầu xin Ngài;,"Inh apinh Ih 'bar tơdrong, ơ Kră Yang,"
Xin Ngài chớ từ chối trước khi con chết,'nĕ kơ sơngah kơ inh adrol kơ inh wă lôch
Xin cho con cách xa gian xảo và dối trá;,Iŏk hŭt lê̆ ataih tơdrong pơma hơlĕnh đơ̆ng inh
"Xin đừng cho con nghèo khổ hay giàu có,","'Nĕ ăn kơ inh dơnuh hin hnang, păng kư̆m 'nĕ ăn inh mơdrŏng;"
Xin cho con đủ thực phẩm cần dùng,Kư̆ ăn kơ inh đei tơmam sa kăl yua tôm mah rim năr
Chớ nói xấu đầy tớ với chủ nó;,"'Nĕ pơma kơnê̆ kơ đĭch 'bơ̆t anăp yŏng tơ'ngla sư,"
E rằng nó sẽ rủa sả con và con phải mắc tội,Hli kơnh sư hiap ih păng đe jô̆ ih bơngai yoch
"Có loại người rủa cha mình,","Đei bơngai mơ'nah hiap 'bă lu sư,"
Và không chúc phước mẹ mình,Păng kư̆m ưh kơ sơkat pŭn hiôk kơ mĕ lu sư
Có loại người cho rằng mình trong sạch;,Đei bơngai mơ'nah tơchĕng khan lu sư rơgoh 'lơ̆ng
Nhưng chưa được thanh tẩy sự dơ bẩn của mình,Mă-lei tam đei ôp mơgrĭ lu sư
Có loại người mắt thật kiêu hãnh;,"Đei khŭl bơngai muh măt lu sư pơm pơrŏ,"
Mí mắt thật tự cao,Tưk kơnur pơang dêh
"Có loại người răng như lưỡi gươm,",Đei khŭl bơngai hơnĕnh sư thoi đao gưm
Răng hàm như dao;,"Hơnĕnh tơ'ngam sư thoi săng,"
Chúng ăn nuốt người nghèo khổ trên đất,"Wă luăn sa lu bơngai dơnuh hoh đơ̆ng teh,"
Và người cùng khốn giữa loài người,păng đơ̆ng lăm adrĕch kon bơngai
"Con mắt chế nhạo cha,","Măt blei hiap 'bă,"
"Khinh bỉ việc vâng lời mẹ,","Kuă kơ chu yom nơ̆r mĕ sư,"
"Sẽ bị quạ nơi thung lũng móc mắt đi,","Sem ak đơ̆ng thŭng gô choh iŏk măt noh,"
Và diều hâu ăn thịt,Păng sem grơ̆ gô sa măt noh
"Có ba điều quá kỳ diệu cho tôi,",Đei pêng tơdrong pơm kơ inh hlĭch
Bốn việc tôi không hiểu nỗi,Păng puăn tơdrong mă inh ưh kơ hlôh
Con đường của chim ưng bay trên trời;,Noh trong sem klang păr tơ kơpal plĕnh
Con đường của rắn bò trên đá;,"Trong 'bih hro rok tơmo,"
Con đường tàu chạy giữa biển;,"Đêl trong thŏng-nan rok lăm dơsĭ,"
Và con đường một người nam phối hiệp với người nữ,Păng trong drŏ-nglo drŏ-kăn tơ'bơ̆p băl
Đây là con đường của một phụ nữ ngoại tình:,'Nâu tơdrong bơngai drŏ-kăn đi pơm:
Nàng ăn rồi chùi miệng,"Sư sa bơih na sŭt 'bơ̆r,"
Và nói: tôi có làm gì tội lỗi đâu,Păng khan: Inh đei pơm yoch kiơ
Có ba điều làm trái đất rung chuyển,"Đei pêng tơdrong pơm ăn kơ teh tơdrŏ,"
Và bốn điều nó không chịu nổi,"Păng puăn tơdrong, sư ưh pă kĕ bơih"
Một tên nô lệ lên làm vua;,Bơngai đĭch bu jing pơm pơtao
Kẻ ngu có đầy dẫy thực phẩm,Bơngai kơwao bu đei tơmam sa phĭ rơkah
"Một người đàn bà đáng ghét lấy chồng,","Minh 'nu drŏ-kăn đe 'blah tơdah sư đei hĭ klo,"
Và một cô tớ gái thay thế bà chủ,Păng đam drŏ-kăn tơplih kơ yŏng drŏ-kăn sư
Có bốn vật nhỏ trên trái đất,"Lăm teh đei puăn kon sem brem iĕ,"
Nhưng chúng cực kỳ khôn ngoan,Mă-lei lu sư đei đon hơgei dêh
"Kiến là loài không có sức mạnh,",Kon kơtu hmôch iĕ hloh ưh kơ pran
Nhưng chúng dự trữ thực phẩm cho mình trong mùa hè,Mă-lei oei băt chă 'măn tơmam sa lăm bơyan phang
Thỏ là loài sức yếu,Tơpai bri mă khan pran kơtang ưh kơ đei;
Nhưng chúng làm ổ trong đá,Mă-lei oei pơm tơpu lăm tơmo
Cào cào không có vua,"Lep ưh kơ đei pơtao ră,"
Nhưng tất cả đều tiến lên theo hàng lối,Mă-lei lu sư oei hơdrŭm tơpôl
Thằn lằn người ta có thể lấy tay bắt,Chŭ-chă mă đe rôp hăm ti đĕch;
Nhưng nó lại ở trong đền vua,Mă-lei lu sư oei lăm hnam pơtao
"Có ba con vật có dáng đi đẹp,",Đei pêng khŭl sem brem yak năm hơbŏ rŏ 'lơ̆ng
Có bốn con vật có bước oai vệ,Păng đei puăn khŭl sem brem mă yak hơbŏ rŏ
Sư tử là loài dũng mãnh nhất giữa vòng các loài thú;,"Dăm-brang pran kơtang hloh kơ đĭ-đăng sem brem,"
Nó không lùi bước trước một loài nào,Ưh kơdŭn tơ rŏng ôh 'bơ̆t anăp lu sem brem nai
Nếu con dại dột tự tôn;,"Tơdah ih pơm kơnê̆ bơlŭk na pơang kơdih,"
Nếu con âm mưu điều ác;,"Tơdah ih tơchĕng wă pơm kơnê̆,"
Hãy lấy tay bịt miệng lại,Iŏk tơpang ti chĭt bĕ 'bơ̆r ih
Vì ép sữa làm ra bơ;,"Yua kơ thoi đe chơpĕt, hmĕt đak toh lĕch đei rơmă,"
Bóp mũi ra máu;,Thoi chơpĕt muh na pham lĕch
Chọc giận sinh ra cãi lộn,Kŭm thoi noh mơ̆n pơgreh na jing tơhil băl
Những lời của vua Lê-mu-ên; Châm ngôn mà mẹ người dạy người,"Nơ̆r pơtao Lêmuel pơma, lu nơ̆r pơđơ̆k đơ̆ng mĕ sư bơtho sư"
"Đừng trao sức lực mình cho đàn bà,","'Nĕ jao jơhngơ̆m pran ih kơ bơngai drŏ-kăn,"
Đừng trao đường lối con cho kẻ hủy diệt các vua,Păng kư̆m 'nĕ bơ̆jang hơdai hăm bơngai wă pơrăm lu pơtao
E rằng khi uống rượu họ sẽ quên các luật lệ đã được ban hành;,"Hli kơ lu sư et suai, hiơt tơdrong juăt,"
Và xâm phạm quyền lợi của mọi kẻ khốn cùng,Pơm kư̆ kă chă sek tơdrong kơ lu bơngai dơnuh hin
"Hãy ban rượu mạnh cho người đang bị hủy diệt,","Ăn bĕ tơdrô et suai kơ bơngai wă jê̆ lôch,"
Hãy ban rượu cho kẻ có tâm hồn cay đắng,Ăn kơ lu bơngai ơh sơ'ngon dêh
Hãy để họ uống và quên đi sự nghèo khổ của họ;,Lê̆ lu sư et na hiơt kơ tơdrong dơnuh hoh lu sư
Và không còn nhớ đến sự đau khổ của họ nữa,Huay pă wă 'blŏk tơdrong kơdih pơmat-tat
Con hãy nói lên thay cho những kẻ không quyền phát biểu;,"Ih pơma ăn bĕ kơ lu bơngai ưh kơ gơh pơma,"
Hãy nói lên quyền lợi của mọi kẻ cùng cực,Ih pơma ăn bĕ tơdrong trŏ kơ lu bơngai pơmat-tat
Ai có thể tìm được một người vợ tài đức,Bơngai bu chă đei akăn iơ̆m dim gơh găt
Giá trị nàng quý hơn hồng ngọc,Bơngai drŏ-kăn thoi noh gĭt hloh kơ jơmŏng
Chồng nàng tin cậy nơi nàng;,Klo sư đei jơhngơ̆m 'lơ̆ng hơđơ̆ng kơ sư
Người sẽ không thiếu hoa lợi,Bơngai drŏ-kăn thoi noh ưh kơ'bah kiơ
Nàng tìm kiếm vải len và sợi lanh;,Sư chă brai sŏk triu hăm brai tơpu hơdrông
Đôi tay nàng vui vẻ làm việc,Sư pơnam jang hăm jơ̆ng ti kơdih
Nàng như những con tàu buôn,"Sư thoi duk đe mơdro mơchan,"
Mang thực phẩm về từ phương xa,Chơ ba tơmam sa sư đơ̆ng ataih
Nàng thức dậy khi trời còn tối;,"Sư iung đơ̆ng hrôih drôih oei măng,"
Phân phát phần ăn cho người nhà mình;,Kơchăng asong tơmam sŏng sa kơ lu bơngai lăm hnam dơnŏ sư
Cắt đặt công việc cho các tớ gái mình,Păng asong băl jang kơ lu đam drŏ-kăn sư
Nàng xem xét một thửa ruộng rồi mua nó;,Sư lăng mir păng răt hloi mir noh
Với lợi tức trong tay nàng trồng một vườn nho,Đơ̆ng jơ̆ng ti kơdih jang đei sa na sư pơm minh hlak pơgar pơtăm plei hơmu
Nàng lấy hết năng lực chuẩn bị,Sư tơ̆n hăm tơlei tơ̆n pran kơtang
Và hết sức làm việc,sư jang hăm ti pơm kơkŏng ti sư pran
Nàng thấy nguồn lợi mình được tốt đẹp;,Sư 'bôh tơdrong jang sư gơh đei yua;
Ban đêm đèn nhà nàng chẳng tắt,na ŭnh kơđeng sư ưh kơ đei tơpăt ôh kơmăng
Nàng tự tay quay tơ,Sư dui tơroi pơtoi rơnon
Tay nàng kéo sợi dệt vải,Tanh che hơbĕn tanh khăn su
Nàng mở rộng bàn tay giúp đỡ kẻ nghèo;,Sư hơmrah tơgŭm lu bơngai dơnuh hoh
Đưa tay ra tiếp người thiếu thốn,Ti sư tơpơng drơng dŏng tơgŭm lu bơngai pơmat-tat
Nàng không lo sợ cho gia đình lúc tuyết giá;,Sư ưh kơ đei sư huay kơ hli hnam sư tơngiĕt găng
Vì cả nhà đều mặc đồ ấm áp,Yua kơ đĭ-đăng hnam dơnŏ sư hrŭk ao sŏk triu gôh hơhĭm
Nàng tự may lấy quần áo,"Sư tanh lơ blah hơbĕn, khăn, ao hrŭk"
"Nàng mặc đồ vải tốt, đỏ thắm","Sư hrŭk ao 'lơ̆ng brai se, đak 'brê jơk"
Chồng nàng được biết tiếng nơi cửa thành;,"Đe 'bôh kơnăl kơ klo sư 'bơ̆t 'măng jang,"
Được ngồi với các trưởng lão trong xứ,Sư ngôi hơdai hăm lu kră pơlei oei lăm dêh sư
Nàng làm áo vải và bán;,Sư tanh ao lŏ na tĕch;
Nàng cung cấp thắt lưng cho nhà buôn,Kŭm tanh tĕch tơlei tơ̆n kơ bơngai mơdro
Nàng mặc lấy năng lực và sự cao quý;,"Sư đei jơhngơ̆m pran kơtang, păng đe ang pơyom"
Nàng mỉm cười trước các ngày tháng tương lai,Sư huay kơ hiơ̆k ôh 'bôh tơdrong truh dơning dơmônh oei hiĕk chơt hiôk đĕch
Nàng mở miệng nói điều khôn ngoan;,Sư pơih nơ̆r 'bơ̆r pơma hơgei đei đon hlôh wao;
Lưỡi nàng dạy dỗ điều nhân ái,Đơ̆ng hơpiĕt sư bơtho nơ̆r phep đep yom
Nàng coi sóc chu đáo công việc nhà nàng;,Sư pơnam wei gram hnam dơnŏ sư
Không hề ăn không ngồi rồi,Ưh kơ sŏng đơ̆ng hơlah ưh kơ tah sa đơ̆ng ngôi đĕch
Con cái nàng đứng lên ca tụng nàng là hạnh phúc;,Lu kon hơ'lơ̆p sơkat pŭn hiôk pôk pơư kơ sư
Chồng nàng cũng khen ngợi nàng,Klo sư kư̆m iung pơma ha 'bơ̆r khan bơnê kơ sư
"Duyên là giả dối, sắc là hư không;","Akâu 'lơ̆ng chă pơrŏ, akâu hơbŏ gô hiong răm,"
Nhưng người đàn bà nào kính sợ CHÚA đáng được khen ngợi,Mă-lei đei drŏ-kăn ayơ băt hli yom kơ Kră Yang noh đe gô bơnê pơyom
Hãy ban cho nàng hoa quả của tay nàng;,"Hơpah bĕ kơ sư trŏ thoi sư jang đơ̆ng tơpang ti kơdih,"
Hãy để cho công việc nàng được ca ngợi nơi cửa thành,Ăn kơ tơdrong jang bơnê ư-ang kơ sư 'bơ̆t 'măng jang pơlei tih
Phước cho người nào,"Pŭn dêh kơ bơngai bu,"
"Không đi theo mưu kế kẻ ác,","ưh kơ kiơ̆ trong lu bơngai kơnê̆,"
"Không đứng trong đường tội nhân,","kư̆m ưh kơ oei lăm trong lu bơngai yoch,"
Không ngồi chung với kẻ nhạo báng,kư̆m ưh kơ ngôi hơdai hăm lu pơjăm đe
"Nhưng vui thích trong thánh luật của CHÚA,","Mă-lei chơt hiôk lăm tơdrong juăt Kră Yang,"
Ngày đêm suy ngẫm thánh luật ấy,păng tơchĕng tơdrong juăt ei măng năr
"Người ấy sẽ như cây trồng bên dòng nước,","Bơngai noh nhen thoi tơm 'long chăt cheng đak glung,"
"Sinh hoa quả đúng mùa,","Đei plei kiơ̆ kơ bơyan,"
Lá không tàn héo,"Hla sư ưh kơ đei layơ jô kro,"
Mọi việc người làm đều thịnh vượng,Rim tơdrong jang sư pơm jing ngăl
"Nên kẻ ác sẽ không đứng nổi trong ngày phán xử,","Yua kơ thoi noh lu bơngai kơnê̆ ưh kơ kĕ dơ̆ng ôh lăm năr sek tơlang,"
Tội nhân sẽ không được ở trong hội người công chính,Lu bơngai kơnê̆ ưh kơ gơh mơ̆t lăm lu khŭl bơngai tơpăt
"Vì CHÚA biết đường lối người công chính,","Yua kơ Kră Yang băt trong lu bơngai tơpăt,"
Nhưng đường lối kẻ ác sẽ bị diệt vong,Mă-lei trong lu bơngai kơnê̆ gô hiong răm
Tại sao các nước náo loạn,Yua kơ kiơ đei tơdrong iung blơ̆ lăm dêh char
Các dân mưu phản hư không,Păng lu kon pơlei chă đon tơdrong hiong răm
"Đấng ngự trên trời cười,","Kră Yang đơ̆ng plĕnh gô hiĕk,"
Chúa chế nhạo chúng nó,Kră Yang gô pơjăm lu sư
"Bấy giờ, trong cơn thịnh nộ, Ngài khiển trách chúng nó",Dang ei Kră Yang hil mĭl kơ lu sư
"Trong cơn giận dữ, Ngài làm chúng nó kinh hoàng",Đơ̆ng noh pơrŭng lu sư hăm tơdrong hil kơtang
Ta sẽ truyền sắc chỉ của CHÚA,Inh gô roi tơblang nơ̆r tơtă
"Ngài phán cùng Ta: “Con là con Ta,",mă Kră Yang khan kơ inh:
"Ngày nay, chính Ta đã sinh con",“Ih boih kon inh;
"Hãy cầu xin Ta,","Apinh bĕ Inh, Inh gô ăn kơ ih"
"Ta sẽ ban cho con các nước làm cơ nghiệp,",lu teh đak jing teh ih jang sa
Và toàn thể quả đất làm tài sản,Păng jơ̆p-jang kơ teh jing tơmam ih
Hãy kính sợ mà phục vụ CHÚA,"Athei bơ̆jang kơ Kră Yang hăm tơdrong hli yom,"
Hãy run rẩy mà vui mừng,Păng chơt hiôk bĕ truh akâu pơpơ̆
"Hãy hôn con, e người nổi giận,","Chŭm Sư bĕ, hli kơ Sư hil,"
Và ngươi phải bị diệt vong trên đường,păng hli kơ iĕm lôch hiong lăm trong tôch;
Vì cơn thịnh nộ Ngài bừng lên tức khắc,Yua kơ tơdrong sư hil rai tŏk
Phước cho người nào trú ẩn nơi Ngài,Pŭn hiôk dêh kơ bu mă kơ'nơp lăm Sư
Biết bao nhiêu người là kẻ thù tôi,Lu ayăt kơ inh lơ dêh pă băt dôm yơ
Biết bao nhiêu người nổi dậy chống tôi,Lu bơngai iung blah inh lơ dêh tơpă
"Là vinh quang của tôi,",Ih boih khêl pĕng tăp kơ inh;
Là đấng nâng đầu tôi ngước lên,"Ih jing tơdrong mă inh ư-ang, păng Ih ăn kơ inh gơh ngơk kơ̆l"
Tôi nằm xuống và ngủ yên;,Inh 'bĭch đơ̆ng noh tep hiôk;
"Tôi thức dậy, vì CHÚA chống đỡ cho tôi","Inh hơđơ̆r, yua kơ Kră Yang râu tơiung inh"
"Tôi sẽ không sợ muôn vạn quân,","Inh ưh kơ hli ôh kơ lơ rơbâu bơngai,"
Dàn trận vây tôi khắp bốn bên,Wang tăp dăr puăn pah
